simNo6,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,168,40893,10,257,37687,2574,983,84,2155,37885,311,963,14
simNo7,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,3669,457148,35,1389,425892,30372,5322,655,25469,429751,1854,5167,0
simNo7,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,2715,448622,63,2228,412195,29308,11378,747,24670,415305,2580,11046,27
simNo7,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,136,44445,3,266,41650,3184,16,0,2771,41786,266,19,8
simNo7,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,127,44440,8,275,41630,3146,54,20,2732,41762,290,57,9
simNo7,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,248,40654,7,132,37118,2930,904,89,2554,37383,204,894,6
simNo7,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,146,39245,19,211,35759,2802,930,130,2440,35935,311,919,16
simNo8,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,3766,478562,44,1264,439099,35213,8795,529,30274,443000,1658,8704,0
simNo8,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,2780,459184,125,2077,421368,33889,8149,760,29095,424394,2591,8028,58
simNo8,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,128,44455,0,267,42083,2767,0,0,2372,42211,267,0,0
simNo8,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,141,44451,4,254,42074,2765,2,9,2365,42217,261,4,3
simNo8,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,229,42079,11,167,39204,2662,576,44,2263,39444,200,576,3
simNo8,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,204,41204,22,186,38660,2542,362,52,2126,38884,218,364,24
simNo9,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,3827,471851,45,1053,420970,47227,7665,914,42462,424967,1797,7540,10
simNo9,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,2740,457354,130,2017,407488,45594,7545,1614,40992,410563,3296,7340,50
simNo9,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,155,44454,1,240,41440,3410,0,0,3012,41595,240,1,2
simNo9,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,107,44449,6,288,41411,3404,6,29,2993,41521,314,9,13
simNo9,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,252,42939,10,164,39666,3193,410,96,2783,39942,236,396,8
simNo9,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,fastme_v2.1.5_wrootx_wmuts,158,41480,23,244,38329,3147,354,75,2705,38499,307,365,29
simNo10,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,huntress_v0.1.2.0_default,4322,471390,267,797,433679,36037,6828,232,30732,438107,923,6989,25
simNo10,s100,m1000,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,huntress_v0.1.2.0_default,2943,459718,416,2053,423384,34870,6354,522,29527,426529,2373,6568,133
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.05,na0.05,d0,l1000000,huntress_v0.1.2.0_default,293,44439,0,118,42359,2491,0,0,2080,42652,118,0,0
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n1000,fp0.001,fn0.2,na0.05,d0,l1000000,huntress_v0.1.2.0_default,142,44436,3,269,42351,2468,23,8,2058,42497,273,22,0
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.05,na0.05,d0,l1000000,huntress_v0.1.2.0_default,305,41489,23,88,38696,2288,887,34,1883,39016,107,895,4
simNo10,s100,m300,h1,minVAF0.005,ISAV0,n300,fp0.001,fn0.2,na0.05,d0,l1000000,huntress_v0.1.2.0_default,168,39229,21,203,36191,2131,929,370,1750,36385,547,924,15
