NCELL,NMUT,ALPHA_FP,BETA_FN,GAMMA_NA,S,H,MINVAF,ISAV,D,L,REPL,MTHD,NODE,SECS,NLEAF,NINT_ESTI,SE_FP,NINT_TRUE,SE_FN,SL_P,SL_R,SL_FPR,DL_P,DL_R,DL_FPR,AD_P,AD_R,AD_FPR,AD_FLIP,QS,NQS
n300,m1000,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron08,660.821,300,169,86,86,3,0.9564459930313589,0.5770443556863569,0.00027323359942642804,0.982238459815569,0.9969347497690063,0.0023523212706298576,0.931276615022198,0.8497788433715018,0.00721018511135435,0.001214653580798756,4369798322,0.7707751359892873
n300,m1000,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,huntress_v0.1.2.0_default,heron08,1489.831,300,174,97,87,10,0.8761536171479607,0.5890712570056045,0.0009040844623522713,0.9852142468201556,0.9987685949243464,0.01009120900446342,0.9217681765679143,0.8150325714916639,0.005532732419060765,0.0044841537424140255,4108774257,0.9045259696045626
n300,m1000,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,scistree_v1.2.0.6_wmuts,heron08,3272.308,300,194,113,87,6,0.9544117647058824,0.5196156925540433,0.0002694867147396193,0.9843369567747492,0.9975820111062358,0.003007956530176596,0.9034146341463415,0.8179308821905709,0.00720677450792955,0.002591807196472449,4139079025,0.911197411729216
n300,m1000,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,fastral_wrootx_wmuts,heron08,418.449,300,166,88,87,9,0.9488215488215488,0.5640512409927942,0.00033033855355179143,0.9841705611557027,0.9970488740428303,0.003687172520861634,0.9050967682759042,0.8171303963784917,0.007094860830679269,0.002056364617044229,4140676352,0.9115490552275144
n300,m1000,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,fastme_v2.1.5_wrootx_wmuts,heron08,2.402,300,179,96,87,4,0.9513019952654718,0.5630504403522818,0.00031295231389117084,0.9841098710207731,0.9969781036361834,0.0034931108092373375,0.9040459601515707,0.8166059401567848,0.007225426787471264,0.0013839662447257383,4137402252,0.9108282785939388
n300,m1000,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron08,667.483,300,179,98,87,6,0.9553108808290155,0.5904723779023219,0.0002999126341457054,0.9843803475017636,0.9974239571980581,0.003347564525519115,0.9117746548171838,0.8184277354532405,0.006558607793855006,0.0018851410489463408,4138997875,0.9111795469652152
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo1,huntress_v0.1.2.0_default,heron03,198.34,1000,204,140,99,35,0.9875776397515528,0.37411764705882355,4.501969611705121e-05,0.9996861571145768,1.0,0.0005812263876780006,0.9173553719008265,0.9937002652519894,0.006358464406941722,0.0013328890369876708,133414131392,0.8931649094702858
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo1,scistree_v1.2.0.6_wmuts,heron03,47258.16,1000,203,174,99,70,0.9769230769230769,0.2988235294117647,6.752954417557682e-05,0.99908281238686,0.999613610567751,0.0008718395815170009,0.9017938583155974,0.98342175066313,0.0074580484773151025,0.003694994961370507,134071858599,0.8975681826105967
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo1,fastral_wrootx_wmuts,heron03,10483.659,1000,190,160,99,69,0.92,0.3247058823529412,0.00027011817670230726,0.9986239528764214,0.9989615784008308,0.0034873583260680036,0.8971620384498017,0.9748010610079576,0.007792704498733088,0.003727549983056591,135052673411,0.9041344238597574
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo1,fastme_v2.1.5_wrootx_wmuts,heron03,169.888,1000,204,171,99,66,0.9104477611940298,0.28705882352941176,0.00027011817670230726,0.9991793188346327,0.9996619092467821,0.0034873583260680036,0.902342561606328,0.98342175066313,0.007529760481904671,0.002018842530282638,135057617735,0.9041675245264692
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo1,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron03,6842.217,1000,188,150,99,61,0.9680851063829787,0.42823529411764705,0.00013505908835115363,0.999203187250996,0.9993479678330798,0.0017436791630340018,0.9177702494610409,0.9880636604774535,0.006358464406941722,0.0003354579000335458,135138220926,0.9047071370925548
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo2,huntress_v0.1.2.0_default,heron05,187.529,1000,206,144,99,37,0.8657718120805369,0.3225,0.0004499437570303712,1.0,1.0,0.005560189046427579,0.919953596287703,0.9921801689083516,0.006506134011955922,0.0015738117721120553,118059950553,0.8354208386824177
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo2,scistree_v1.2.0.6_wmuts,heron05,54539.963,1000,211,178,99,66,0.9747899159663865,0.29,6.749156355455568e-05,0.9997818710615608,0.9999515186774295,0.0008340283569641367,0.916450590607894,0.9949953081013451,0.006842244256116006,0.001569365976145637,120696909903,0.8540806024840253
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo2,fastral_wrootx_wmuts,heron05,10554.114,1000,198,163,99,64,0.9647887323943662,0.3425,0.0001124859392575928,0.999418083068642,0.9991758175163018,0.0013900472616068947,0.9116883116883117,0.9881138567406944,0.007082323001944638,0.003470031545741325,120548406092,0.8530297535064335
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo2,fastme_v2.1.5_wrootx_wmuts,heron05,160.826,1000,200,164,99,63,0.9849624060150376,0.3275,4.499437570303712e-05,0.9995153629931182,0.9998787966935738,0.0005560189046427579,0.9196868657581908,0.9921801689083516,0.0064581182627901955,0.0025157232704402514,120478972468,0.8525384243459253
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo2,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron05,6975.355,1000,194,154,99,59,0.9932885906040269,0.37,2.249718785151856e-05,0.999878811382035,1.0,0.00027800945232137893,0.9253557943653791,0.9965592743196747,0.005977960771132932,0.002504696305572949,120850783199,0.855169447239533
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo3,huntress_v0.1.2.0_default,heron07,191.221,1000,200,135,98,33,1.0,0.39198218262806234,0.0,0.9998328318288198,1.0,0.0,0.9025,0.9972375690607734,0.006404196994044806,0.0007908264136022143,107750855568,0.865030125496955
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo3,scistree_v1.2.0.6_wmuts,heron07,37142.189,1000,200,183,98,81,0.9868421052631579,0.33407572383073497,4.504403053985271e-05,0.9990931869705286,1.0,0.0006704659738518271,0.8933046902971715,0.9846093133385951,0.007018621797901503,0.00040064102564102563,109498243041,0.8790582535994468
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo3,fastral_wrootx_wmuts,heron07,10558.277,1000,200,173,98,71,0.9858156028368794,0.30957683741648107,4.504403053985271e-05,0.9989258861439313,0.9995939522774501,0.0006704659738518271,0.8837953091684435,0.9814522494080505,0.0076330466017582,0.0016057808109193096,109335695845,0.8777533152709867
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo3,fastme_v2.1.5_wrootx_wmuts,heron07,124.352,1000,206,176,98,68,0.9453125,0.26948775055679286,0.00015765410688948448,0.9993553932101418,0.9998089187188,0.0023466309084813944,0.8801128349788434,0.9850039463299132,0.007916627280461292,0.001999200319872051,109698114634,0.8806628343544177
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo3,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron07,6807.152,1000,198,162,98,62,0.9882352941176471,0.3741648106904232,4.504403053985271e-05,0.999904463923189,0.9999522296797,0.0006704659738518271,0.8989683386695126,0.9972375690607734,0.006640514226297382,0.0011857707509881424,110100699049,0.8838948054157593
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,huntress_v0.1.2.0_default,heron09,176.988,1000,206,143,98,35,0.9705882352941176,0.33249370277078083,8.998267833442062e-05,0.9997161308636718,0.9993378892856298,0.0015618898867629833,0.8803768947152806,0.9930683918669131,0.006793796560933327,0.0009298000929800093,92108338777,0.8218163222450084
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,scistree_v1.2.0.6_wmuts,heron09,38583.301,1000,199,167,98,66,0.9185185185185185,0.3123425692695214,0.0002474523654196567,0.9980152635682725,0.9988176594386247,0.004295197188598204,0.850752508361204,0.9403881700554528,0.007449749332333787,0.018804243008678882,92051410061,0.8213083883420149
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,fastral_wrootx_wmuts,heron09,10628.123,1000,206,172,98,64,0.8571428571428571,0.25692695214105793,0.00038242638292128767,0.9995740955445662,0.9989595403059898,0.006638032018742679,0.8585899513776337,0.9792051756007394,0.007848006372112637,0.006563525550867323,94661208984,0.8445937431880238
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,fastme_v2.1.5_wrootx_wmuts,heron09,150.368,1000,207,176,98,67,0.8823529411764706,0.26448362720403024,0.0003149393741704722,0.9994559174887043,0.9990777743621273,0.005466614603670442,0.8506916192026037,0.9662661737523105,0.007637164409876775,0.019230769230769232,94616647078,0.8441961494176073
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo4,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron09,6799.674,1000,197,156,98,57,0.9375,0.3022670025188917,0.00017996535666884125,0.9991956280016088,0.9987230721937147,0.0031237797735259665,0.8630248675091724,0.9782809611829945,0.007613737525183901,0.005169172932330827,95264364881,0.8499752685482087
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,huntress_v0.1.2.0_default,heron11,174.035,1000,204,145,99,40,1.0,0.3569553805774278,0.0,1.0,1.0,0.0,0.9260042283298098,1.0,0.005863488416618801,0.0,132682356154,0.7857459645574615
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,scistree_v1.2.0.6_wmuts,heron11,44259.145,1000,206,174,99,67,0.967741935483871,0.31496062992125984,8.995030245789202e-05,0.9990815265994731,0.9983576069366954,0.0011604293588627793,0.8983000298240382,0.9823874755381604,0.007754164273406089,0.005612413337735226,135822210060,0.8043402042699065
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,fastral_wrootx_wmuts,heron11,10945.19,1000,204,167,99,62,0.9206349206349206,0.30446194225721784,0.00022487575614473003,0.9998791131742463,0.9988648165591866,0.002901073397156948,0.904252155813262,0.9918460534898891,0.007419107792456443,0.003930560104814936,136025679817,0.8055451537832139
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,fastme_v2.1.5_wrootx_wmuts,heron11,143.031,1000,211,172,99,60,0.8571428571428571,0.23622047244094488,0.0003373136342170951,0.9998791453156725,0.9991304977900152,0.004351610095735422,0.8965312777942485,0.9863013698630136,0.00782596209075244,0.007222586999343401,136335721276,0.8073812217602703
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo5,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron11,6934.627,1000,202,162,99,59,0.8671875,0.29133858267716534,0.00038228878544604105,0.9995893124607431,0.9993720261816776,0.004931824775166811,0.9092548076923077,0.9869536855838226,0.006964388282596209,0.0036219953901876854,136343177221,0.8074253759256433
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,huntress_v0.1.2.0_default,heron04,193.145,1000,210,155,99,44,0.9848484848484849,0.3170731707317073,4.5004500450045e-05,0.9999523752827718,1.0,0.0007000350017500875,0.897172236503856,0.998365345320801,0.006556139895762092,0.0008179959100204499,108096919978,0.9163883225085986
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,scistree_v1.2.0.6_wmuts,heron04,40470.454,1000,195,162,99,66,0.9507042253521126,0.32926829268292684,0.00015751575157515752,0.9996189659688981,0.9995713571309504,0.002450122506125306,0.8899521531100478,0.9881487535758071,0.006839138740183478,0.003708281829419036,109459788625,0.927941999648318
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,fastral_wrootx_wmuts,heron04,10132.724,1000,204,172,99,67,0.9779411764705882,0.32439024390243903,6.75067506750675e-05,0.9995953055443141,0.999928559521825,0.0010500525026251313,0.8976727004063539,0.9930527176134042,0.006367473999481169,0.002872384078785392,109418804801,0.9275945605378142
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,fastme_v2.1.5_wrootx_wmuts,heron04,139.223,1000,210,172,99,61,0.9166666666666666,0.2951219512195122,0.00024752475247524753,0.9993096388697121,0.9996427976091253,0.0038501925096254812,0.8856510512725931,0.9812014711892113,0.007074971110534632,0.00414765657403567,109254671106,0.926203122174364
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo6,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron04,6800.934,1000,204,170,99,65,0.9790209790209791,0.34146341463414637,6.75067506750675e-05,0.999666642855442,0.9997618650727502,0.0010500525026251313,0.8970479704797047,0.9934613812832039,0.0065089734216918615,0.0012325390304026294,109556217701,0.9287594741814932
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,huntress_v0.1.2.0_default,heron06,198.953,1000,196,137,99,40,0.9570552147239264,0.3880597014925373,0.00015748740100791935,1.0,1.0,0.0021875,0.9160355614092854,0.9942816297355254,0.005849900123656425,0.0032246506628448583,132173869360,0.8553097027844576
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,scistree_v1.2.0.6_wmuts,heron06,41868.845,1000,206,181,99,74,0.9343065693430657,0.31840796019900497,0.00020248380129589633,1.0,1.0,0.0028125,0.9072804440091413,0.9932094353109364,0.0065157424141539045,0.0035855145213338113,135177372240,0.8747456561089996
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,fastral_wrootx_wmuts,heron06,18319.103,1000,190,165,99,74,0.9055555555555556,0.4054726368159204,0.00038246940244780417,0.9995198079231693,0.9995198079231693,0.0053125,0.9125827814569536,0.9849892780557541,0.006111481023494721,0.0025334781035106766,135208996621,0.8749503004917722
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,fastme_v2.1.5_wrootx_wmuts,heron06,164.28,1000,206,171,99,64,0.9407407407407408,0.31592039800995025,0.00017998560115190784,0.9987045389118127,0.9995198079231693,0.0025,0.9013526888815573,0.9764117226590422,0.006896223723009607,0.003283473184968989,134786024769,0.8722132093347073
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo7,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron06,7128.491,1000,189,161,99,71,0.9488636363636364,0.4154228855721393,0.00020248380129589633,0.9993519274158705,0.9996398559423769,0.0028125,0.9160026560424966,0.9860614724803431,0.005897460287263388,0.001808972503617945,135381266952,0.876065078218411
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,huntress_v0.1.2.0_default,heron08,189.436,1000,198,137,99,38,0.9166666666666666,0.389873417721519,0.00031492520526374987,1.0,1.0,0.005059631369714492,0.9049634474798,0.9915682967959528,0.00567352511888507,0.002544529262086514,114745111842,0.8812177232141356
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,scistree_v1.2.0.6_wmuts,heron08,35267.048,1000,200,164,99,63,0.950354609929078,0.3392405063291139,0.00015746260263187493,0.9992394172034321,0.9990019722928498,0.002529815684857246,0.8842943854324734,0.9827150084317032,0.006968313009087057,0.0038461538461538464,115223750281,0.8848935632450305
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,fastral_wrootx_wmuts,heron08,10866.162,1000,192,155,99,62,0.9036144578313253,0.379746835443038,0.00035991452030142843,0.9997861165902232,0.9996910866620726,0.005782435851102277,0.8971209213051824,0.9852445193929174,0.0060266490889401576,0.005108556832694764,115925378208,0.8902819144736717
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,fastme_v2.1.5_wrootx_wmuts,heron08,160.822,1000,202,161,99,58,0.9724137931034482,0.3569620253164557,8.997863007535711e-05,0.9999524669645403,0.9997861369198964,0.0014456089627755693,0.899581589958159,0.9970489038785835,0.00614435707895852,0.001266891891891892,116111638537,0.8917123536480437
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo8,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron08,6986.275,1000,196,154,99,57,0.98125,0.39746835443037976,6.748397255651783e-05,0.9997624082301789,0.9999049497421761,0.0010842067220816769,0.9065743944636678,0.9940978077571669,0.005649983520881398,0.0012706480304955528,116331030368,0.8933972356155806
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,huntress_v0.1.2.0_default,heron10,193.089,1000,193,137,99,43,0.9879518072289156,0.4151898734177215,4.4989315037678554e-05,0.9999517397808986,1.0,0.0005865102639296188,0.9262800740283775,0.9960199004975124,0.005497788932711844,0.00298804780876494,126692644064,0.8531513637130324
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,scistree_v1.2.0.6_wmuts,heron10,40870.658,1000,189,156,99,66,0.9857142857142858,0.3493670886075949,4.4989315037678554e-05,0.9990109757568447,0.9993725868725869,0.0005865102639296188,0.9127496159754225,0.9854063018242123,0.006621250149396438,0.0023505708529214238,129489414006,0.8719848809044769
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,fastral_wrootx_wmuts,heron10,10544.54,1000,186,153,99,66,0.8765432098765432,0.3594936708860759,0.0004498931503767855,0.9999517374517375,0.9999517374517375,0.005865102639296188,0.9156403940886699,0.9864013266998342,0.006047567825983029,0.007011686143572621,129881040652,0.8746221043168518
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,fastme_v2.1.5_wrootx_wmuts,heron10,156.016,1000,214,179,99,64,0.9469026548672567,0.2708860759493671,0.00013496794511303565,0.9998551319506482,0.999300193050193,0.0017595307917888563,0.9015060240963856,0.9927031509121061,0.007505677064658779,0.004324683965402528,130009050093,0.8754841230233374
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo9,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron10,6756.396,1000,192,157,99,64,0.9066666666666666,0.34430379746835443,0.00031492520526374987,0.9998069730968754,0.9999276061776062,0.004105571847507331,0.9170506912442397,0.9900497512437811,0.006167084976694156,0.004004004004004004,130303937614,0.8774699028019647
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,huntress_v0.1.2.0_default,heron10,196.325,1000,206,142,99,35,0.9793103448275862,0.34549878345498786,6.750826976304597e-05,0.9994572143295417,0.999811138128851,0.0012043356081894822,0.8828828828828829,0.989423076923077,0.006382978723404255,0.0,92010507690,0.9145848099809952
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,scistree_v1.2.0.6_wmuts,heron10,42787.631,1000,211,174,99,62,1.0,0.2822384428223844,0.0,0.9993157795394488,0.9999055690644255,0.0,0.8761702127659574,0.9899038461538462,0.006803834463408932,0.0,92974623982,0.9241681297327916
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,fastral_wrootx_wmuts,heron10,10352.449,1000,199,161,99,61,0.9178082191780822,0.3260340632603406,0.0002700330790521839,0.9983724879705632,0.999244552515404,0.004817342432757929,0.865684575389948,0.9605769230769231,0.006990881458966565,0.0054753608760577405,91932178505,0.913806217572609
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,fastme_v2.1.5_wrootx_wmuts,heron10,138.062,1000,215,178,99,62,0.9836065573770492,0.291970802919708,4.500551317536398e-05,0.9981129850218187,0.9989612597086805,0.0008028904054596548,0.856408058294042,0.9605769230769231,0.00762216506897358,0.004484304932735426,91715023813,0.91164769907613
n1000,m300,fp0.001,fn0.2,na0.05,s100,h1,minVAF0.005,ISAV0,d0,l1000000,simNo10,treeqmcbip_v1.0.0_n2_wrootx_wmuts,heron10,6725.621,1000,192,153,99,60,0.967741935483871,0.36496350364963503,0.00011251378293840996,0.9996695463343247,0.9998347458627447,0.002007226013649137,0.8866466294547016,0.9927884615384616,0.006125789104512508,0.0009675858732462506,93104865452,0.9254627304591884
