NTAX,STRHT,SRATE,REPL,GTRE,NGEN,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
200,10000000,1e-07,4,truegenetrees,1000,TRUE,heron07,0,0.0,0.9506336112039164,0.0,0.0
200,10000000,1e-07,5,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron03,39,0.19697,0.7131100102957121,34.458,0.0
200,10000000,1e-07,5,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron03,31,0.156566,0.7128963742275375,36.358,0.0
200,10000000,1e-07,5,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron03,31,0.156566,0.7074211471044352,36.232,0.0
200,10000000,1e-07,5,estimatedgenetre,250,astral_3_v5.7.7,heron03,37,0.186869,0.7132559040036607,42.389,0.0
200,10000000,1e-07,5,estimatedgenetre,250,fastral,heron03,37,0.186869,0.7132559040036607,29.971,0.0
200,10000000,1e-07,5,estimatedgenetre,250,TRUE,heron03,0,0.0,0.7096102091037124,0.0,0.0
200,10000000,1e-07,5,truegenetrees,250,treeqmc_n0_v1.0.0,heron03,0,0.0,0.9040113762844072,32.578,0.0
200,10000000,1e-07,5,truegenetrees,250,treeqmc_n1_v1.0.0,heron03,0,0.0,0.9040113762844072,34.037,0.0
200,10000000,1e-07,5,truegenetrees,250,treeqmc_n2_v1.0.0,heron03,0,0.0,0.9040113762844072,33.954,0.0
200,10000000,1e-07,5,truegenetrees,250,astral_3_v5.7.7,heron03,0,0.0,0.9040113762844072,6.673,0.0
200,10000000,1e-07,5,truegenetrees,250,fastral,heron03,0,0.0,0.9040113762844072,22.329,0.0
200,10000000,1e-07,5,truegenetrees,250,TRUE,heron03,0,0.0,0.9040113762844072,0.0,0.0
200,10000000,1e-07,5,estimatedgenetre,1000,treeqmc_n0_v1.0.0,heron05,33,0.166667,0.712390056721115,136.348,0.0
200,10000000,1e-07,5,estimatedgenetre,1000,treeqmc_n1_v1.0.0,heron05,32,0.161616,0.7125191276297059,145.047,0.0
200,10000000,1e-07,5,estimatedgenetre,1000,treeqmc_n2_v1.0.0,heron05,32,0.161616,0.6985823543467374,144.772,0.0
200,10000000,1e-07,5,estimatedgenetre,1000,astral_3_v5.7.7,heron05,30,0.151515,0.7125209972522041,394.235,0.0
200,10000000,1e-07,5,estimatedgenetre,1000,fastral,heron05,30,0.151515,0.7125209972522041,74.028,0.0
200,10000000,1e-07,5,estimatedgenetre,1000,TRUE,heron05,0,0.0,0.7085868864600403,0.0,0.0
200,10000000,1e-07,5,truegenetrees,1000,treeqmc_n0_v1.0.0,heron05,0,0.0,0.9030758445930844,129.118,0.0
200,10000000,1e-07,5,truegenetrees,1000,treeqmc_n1_v1.0.0,heron05,0,0.0,0.9030758445930844,134.765,0.0
200,10000000,1e-07,5,truegenetrees,1000,treeqmc_n2_v1.0.0,heron05,0,0.0,0.9030758445930844,134.46,0.0
200,10000000,1e-07,5,truegenetrees,1000,astral_3_v5.7.7,heron05,0,0.0,0.9030758445930844,15.805,0.0
200,10000000,1e-07,5,truegenetrees,1000,fastral,heron05,0,0.0,0.9030758445930844,71.752,0.0
200,10000000,1e-07,5,truegenetrees,1000,TRUE,heron05,0,0.0,0.9030758445930844,0.0,0.0
200,10000000,1e-07,6,estimatedgenetre,250,treeqmc_n0_v1.0.0,heron04,25,0.12626300000000001,0.7466834960570984,33.1,0.0
200,10000000,1e-07,6,estimatedgenetre,250,treeqmc_n1_v1.0.0,heron04,16,0.080808,0.7468533697584864,34.721,0.0
200,10000000,1e-07,6,estimatedgenetre,250,treeqmc_n2_v1.0.0,heron04,16,0.080808,0.7452983452465101,34.813,0.0
200,10000000,1e-07,6,estimatedgenetre,250,astral_3_v5.7.7,heron04,16,0.080808,0.7468533743646621,36.27,0.0
200,10000000,1e-07,6,estimatedgenetre,250,fastral,heron04,17,0.085859,0.7469872788031822,27.031,0.0
