SCAL,NGEN,NBPS,REPL,MTHD,NODE,SEFN,SERF,NQSC,SECS,FRAC
scale2d,200g,500b,R3,fastral,heron09,2,0.058824,0.7587144371262018,4.107,0.0
scale2d,200g,500b,R3,wqfm_v1.3,heron09,2,0.058824,0.7587144371262018,64.23,0.783854896465826
scale2d,200g,500b,R3,wqmc_v3.0,heron09,2,0.058824,0.7587144371262018,50.858000000000004,0.9899524165323056
scale2d,200g,500b,R3,TRUE,heron09,0,0.0,0.7584577939283822,0.0,0.0
scale2d,200g,500b,R4,treeqmc_n0_v1.0.0,heron00,1,0.029412,0.7492002422590658,1.938,0.0
scale2d,200g,500b,R4,treeqmc_n1_v1.0.0,heron00,1,0.029412,0.7492002422590658,2.03,0.0
scale2d,200g,500b,R4,treeqmc_n2_v1.0.0,heron00,1,0.029412,0.7492002422590658,2.008,0.0
scale2d,200g,500b,R4,astral_3_v5.7.7,heron00,1,0.029412,0.7492002422590658,10.589,0.0
scale2d,200g,500b,R4,fastral,heron00,1,0.029412,0.7492002422590658,6.982,0.0
scale2d,200g,500b,R4,wqfm_v1.3,heron00,1,0.029412,0.7492002422590658,104.56400000000001,0.9088883363299032
scale2d,200g,500b,R4,wqmc_v3.0,heron00,1,0.029412,0.7492002422590658,96.03200000000001,0.9896388703765411
scale2d,200g,500b,R4,TRUE,heron00,0,0.0,0.7489904610492846,0.0,0.0
scale2d,200g,500b,R5,treeqmc_n0_v1.0.0,heron10,3,0.08823500000000001,0.7620990990990991,0.999,0.0
scale2d,200g,500b,R5,treeqmc_n1_v1.0.0,heron10,3,0.08823500000000001,0.7620990990990991,1.03,0.0
scale2d,200g,500b,R5,treeqmc_n2_v1.0.0,heron10,3,0.08823500000000001,0.7620990990990991,1.029,0.0
scale2d,200g,500b,R5,astral_3_v5.7.7,heron10,3,0.08823500000000001,0.7620990990990991,5.755,0.0
scale2d,200g,500b,R5,fastral,heron10,3,0.08823500000000001,0.7620990990990991,4.126,0.0
scale2d,200g,500b,R5,wqfm_v1.3,heron10,3,0.08823500000000001,0.7620990990990991,57.159,0.8274112563200895
scale2d,200g,500b,R5,wqmc_v3.0,heron10,3,0.08823500000000001,0.7620990990990991,48.035999999999994,0.9845532517278708
scale2d,200g,500b,R5,TRUE,heron10,0,0.0,0.7612370353546825,0.0,0.0
scale2d,200g,500b,R6,treeqmc_n0_v1.0.0,heron11,0,0.0,0.7555735483382542,0.997,0.0
scale2d,200g,500b,R6,treeqmc_n1_v1.0.0,heron11,0,0.0,0.7555735483382542,1.031,0.0
scale2d,200g,500b,R6,treeqmc_n2_v1.0.0,heron11,1,0.029412,0.7555696873343932,1.033,0.0
scale2d,200g,500b,R6,astral_3_v5.7.7,heron11,0,0.0,0.7555735483382542,5.512,0.0
scale2d,200g,500b,R6,fastral,heron11,0,0.0,0.7555735483382542,4.054,0.0
scale2d,200g,500b,R6,wqfm_v1.3,heron11,1,0.029412,0.7555696873343932,56.982,0.8317187883893159
scale2d,200g,500b,R6,wqmc_v3.0,heron11,0,0.0,0.7555735483382542,47.904,0.9893328323313293
scale2d,200g,500b,R6,TRUE,heron11,0,0.0,0.7555735483382542,0.0,0.0
scale2d,200g,500b,R7,treeqmc_n0_v1.0.0,heron04,1,0.029412,0.7605610568551745,0.994,0.0
